key,program_type,catalog_url,duration,difficulty,title,summary,skills
ud788,FreeCourse,https://www.udacity.com/course/uikit-fundamentals--ud788,3 months,,UIKit Fundamentals,"Learn the iOS UIKit framework, which is the cornerstone of creating user interfaces in all iOS apps and crucial for any iOS Developer to be intimately familiar with.",[]
ud777,FreeCourse,https://www.udacity.com/course/writing-readmes--ud777,an hour,,Writing READMEs,Documentation is an important part of the development process. Learn to write READMEs using Markdown so your code can be used by other humans!,[]
ud774,FreeCourse,https://www.udacity.com/course/xcode-debugging--ud774,11 days,,Xcode Debugging,"In this course, you'll learn standard methodologies for debugging software, and how to use Xcode's debugging tools to find and squash bugs.",[]
ud758,FreeCourse,https://www.udacity.com/course/big-data-analytics-in-healthcare--ud758,10 days,,CSE 8803 Special Topics: Big Data,"In this course, we introduce the characteristics of medical data and associated data mining challenges on dealing with such data. We cover various algorithms and systems.",[]
ud741,FreeCourse,https://www.udacity.com/course/machine-learning-unsupervised-learning--ud741,7 days,,Machine Learning: Unsupervised Learning,Ever wonder how Netflix can predict what movies you'll like? Or how Amazon knows what you want to buy before you do? The answer can be found in Unsupervised Learning!,[]
ud723,FreeCourse,https://www.udacity.com/course/rapid-prototyping--ud723,26 days,,Rapid Prototyping,Learning to prototype will save you time and money in the development process. You’ll create quality apps faster and have confidence in the viability of your products.,[]
ud719,FreeCourse,https://www.udacity.com/course/app-marketing--ud719,a month,,App Marketing,"This course will help you organize a strategy of identifying your perfect user, and teach you how to grow your user base by focusing your product on their needs.",[]
ud711,FreeCourse,https://www.udacity.com/course/object-oriented-javascript--ud711,12 days,,Object-Oriented JavaScript,,[]
ud667,FreeCourse,https://www.udacity.com/course/wechat-mini-programs--ud667,a month,,WeChat Mini Program Development,,[]
ud651,FreeCourse,https://www.udacity.com/course/data-analysis-with-r--ud651,a month,,Data Analysis with R,Data is everywhere and so much of it is unexplored. Learn how to investigate and summarize data sets using R and eventually create your own analysis.,[]
ud617,FreeCourse,https://www.udacity.com/course/intro-to-hadoop-and-mapreduce--ud617,2 hours,,Intro to Hadoop and MapReduce,"In this short course, learn the fundamentals of MapReduce and Apache Hadoop to start making sense of Big Data in the real world!",[]
ud615,FreeCourse,https://www.udacity.com/course/scalable-microservices-with-kubernetes--ud615,8 days,,Scalable Microservices with Kubernetes,"This course is designed to teach you about managing microservices, using Kubernetes. This course is built in partnership with experts such as Google’s Kelsey Hightower.",[]
ud610,FreeCourse,https://www.udacity.com/course/localization-essentials--ud610,7 days,,Localization Essentials,"Localization is about tailoring a product for users around the world, adapting a product to a particular language, culture and market. Learn the essentials of localization from experts at Google. ",[]
ud607,FreeCourse,https://www.udacity.com/course/how-to-make-an-ios-app--ud607,2 months,,How to Make an iOS App,"Learn the process of building an app, taking your ideas from drawing board to App Store!",[]
ud600,FreeCourse,https://www.udacity.com/course/reinforcement-learning--ud600,28 days,,Reinforcement Learning,Study machine learning at a deeper level and become a participant in the reinforcement learning research community.,[]
ud585,FreeCourse,https://www.udacity.com/course/intro-to-ios-app-development-with-swift--ud585,18 days,,Intro to iOS App Development with Swift,Take the first step in becoming an iOS Developer by learning about Swift and writing your first app.,[]
ud576,FreeCourse,https://www.udacity.com/course/grand-central-dispatch-gcd--ud576,9 days,,Grand Central Dispatch (GCD),"Apple's Grand Central Dispatch framework allows you to create asynchronous apps for iOS, ensuring a smooth user experience.",[]
ud518,FreeCourse,https://www.udacity.com/course/app-monetization--ud518,17 days,,App Monetization,"Learn how to effectively develop, implement, and measure your monetization strategy, iterating on the model as appropriate.",[]
ud509,FreeCourse,https://www.udacity.com/course/product-design--ud509,22 days,,Product Design,"Learn product validation, UI/UX practices, Google’s Design Sprint and the process for setting and tracking actionable metrics.",[]
ud507,FreeCourse,https://www.udacity.com/course/data-visualization-and-d3js--ud507,2 months,,Data Visualization and D3.js,Learn the fundamentals of data visualization and apply design and narrative concepts to create your own visualization.,[]
ud501,FreeCourse,https://www.udacity.com/course/machine-learning-for-trading--ud501,16 days,,Machine Learning for Trading,Implement machine learning based strategies to make trading decisions using real-world data.,[]
ud459,FreeCourse,https://www.udacity.com/course/intro-to-information-security--ud459,28 days,,Intro to Information Security,,[]
ud436,FreeCourse,https://www.udacity.com/course/computer-networking--ud436,11 days,,Computer Networking,This is an advanced Computer Networking course that delves into the latest concepts and tools used by the CN industry.,[]
ud409,FreeCourse,https://www.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409,21 days,,Knowledge-Based AI: Cognitive Systems,The twin goals of knowledge-based artificial intelligence (AI) are to build AI agents capable of human-level intelligence and gain insights into human cognition.,[]
ud407,FreeCourse,https://www.udacity.com/course/engagement-monetization-mobile-games--ud407,25 days,,Engagement & Monetization | Mobile Games,"You will learn the most effective monetization strategies for your game, how to  keep your players interested and engaged, so that your game stands out in the app store.",[]
ud405,FreeCourse,https://www.udacity.com/course/2d-game-development-with-libgdx--ud405,3 months,,2D Game Development with libGDX,"This course explores how to use LibGDX to build 2D games that run anywhere, from web browsers to mobile devices. At the end you will create a full game, called Icicles.",[]
